t,Main_ActualVehicleSpeed_kph,Main_Battery_Temperature_C,Main_Battery_electrical_i,Main_Battery_electrical_v,Main_BrakeCommand_value,Main_Distance_km,Main_MG_i,Main_MG_v,Main_MotorCommand_value,Main_Range_km,Main_RefereceVehicleSpeed_kph,Main_State_of_Charge_SoC,Power_kW,dT_hr,Energy_kWhr,Cumulative_Energy_Used_kWhr
157,73.56581604,25.10380129,-0.313965898,402.9347876,0.005620728,2.825192866,1.02E-16,469.9913741,1.02E-16,120,73.5470208,0.23,-0.007881738,0.016666667,-0.000131362,1.585253517
158,73.99020846,25.10602946,-4.623689154,405.2509266,0.082781515,2.845673649,1.02E-16,472.0493427,1.02E-16,120,73.8688896,0.23,-0.116082476,0.016666667,-0.001934708,1.583318809
159,74.54749885,25.10742066,-1.355686818,403.5065012,0.023954906,2.866280344,1.02E-16,476.1636955,1.02E-16,120,74.5126272,0.23,-0.034037799,0.016666667,-0.000567297,1.582751512
160,75.34791833,25.10747638,-1.391025235,403.5254985,0.024363603,2.88709626,1.02E-16,481.3068332,1.02E-16,120,75.3172992,0.23,-0.034925133,0.016666667,-0.000582086,1.582169426
161,75.66250303,25.11068706,-7.173727947,406.6328678,0.126148046,2.908052931,1.02E-16,482.3345625,1.02E-16,120,75.4782336,0.23,-0.180137237,0.016666667,-0.003002287,1.579167139
162,75.8143092,25.11518063,-6.901380542,406.5005718,0.121059926,2.92904831,1.02E-16,483.3631074,1.02E-16,120,75.639168,0.23,-0.173329419,0.016666667,-0.002888824,1.576278315
163,75.94753943,25.11988948,-5.630792178,405.8331003,0.098373169,2.950081122,1.02E-16,484.3897138,1.02E-16,120,75.8001024,0.23,-0.141444877,0.016666667,-0.002357415,1.573920901
164,76.61595971,25.120799,6.05E-05,402.8189728,0,2.971247625,-0.483042548,489.5233125,-0.483042548,120,76.6047744,0.23,1.52E-06,0.016666667,2.53E-08,1.573920926
165,77.19896477,25.12211953,-4.421820029,405.1899785,0.075876777,2.992604813,1.02E-16,492.6198569,1.02E-16,120,77.0875776,0.23,-0.111085491,0.016666667,-0.001851425,1.572069501
166,77.43761645,25.12594872,-7.449994926,406.8223225,0.128069435,3.014052175,1.02E-16,493.6478207,1.02E-16,120,77.248512,0.23,-0.18718819,0.016666667,-0.003119803,1.568949698
167,77.47676347,25.13159287,-9.020347208,407.6774947,0.155388599,3.035521434,1.02E-16,493.6478505,1.02E-16,120,77.248512,0.23,-0.226695694,0.016666667,-0.003778262,1.565171437
168,77.34985394,25.13895665,-10.32174224,408.3909355,0.178482258,3.056967469,1.02E-16,492.6189645,1.02E-16,120,77.0875776,0.23,-0.259477831,0.016666667,-0.004324631,1.560846806
169,77.21358024,25.14638634,-11.49391275,409.0339606,0.199507075,3.078374414,1.02E-16,491.5923971,1.02E-16,120,76.9266432,0.23,-0.28903037,0.016666667,-0.004817173,1.556029633
170,76.56057026,25.16038314,-17.27691433,412.1550771,0.305335066,3.099651159,1.02E-16,486.4487411,1.02E-16,120,76.1219712,0.23,-0.434693784,0.016666667,-0.007244896,1.548784737
171,75.60855046,25.17856423,-17.80145597,412.464234,0.318871665,3.120673626,1.02E-16,480.2773022,1.02E-16,120,75.1563648,0.23,-0.448215102,0.016666667,-0.007470252,1.541314485
172,74.74656495,25.1950833,-15.53651421,411.2753928,0.280493908,3.141444364,1.02E-16,475.1347534,1.02E-16,120,74.3516928,0.23,-0.39144377,0.016666667,-0.006524063,1.534790422
173,74.18488701,25.2071902,-12.47732926,409.653653,0.225846098,3.162035289,1.02E-16,472.0499653,1.02E-16,120,73.8688896,0.23,-0.314518412,0.016666667,-0.005241974,1.529548449
174,73.82991853,25.21656898,-11.18775579,408.9747621,0.203059555,3.182517221,1.02E-16,469.9935256,1.02E-16,120,73.5470208,0.23,-0.282116816,0.016666667,-0.004701947,1.524846502
175,73.50045253,25.22550355,-10.82517969,408.7918306,0.197247235,3.202909516,1.02E-16,467.9361446,1.02E-16,120,73.225152,0.23,-0.273070609,0.016666667,-0.004551177,1.520295325
176,73.30095777,25.23288168,-9.361982687,408.0172397,0.170643614,3.223234061,1.02E-16,466.9082142,1.02E-16,120,73.0642176,0.23,-0.236229801,0.016666667,-0.003937163,1.516358162
177,73.15341318,25.23958013,-9.953597176,408.3420901,0.181986378,3.243519065,1.02E-16,465.8806796,1.02E-16,120,72.9032832,0.23,-0.251224613,0.016666667,-0.004187077,1.512171085
178,72.78607745,25.24850353,-14.68726907,410.8890598,0.272037937,3.263728518,1.02E-16,462.7976758,1.02E-16,120,72.42048,0.23,-0.370831565,0.016666667,-0.006180526,1.505990559
179,71.39144267,25.27159191,-22.80592875,415.2672072,0.436530393,3.2836438,1.02E-16,452.509293,1.02E-16,120,70.811136,0.23,-0.576342125,0.016666667,-0.009605702,1.496384857
180,69.8795754,25.29561751,-20.4914261,414.0586778,0.399259799,3.303121561,1.02E-16,443.2542883,1.02E-16,120,69.3627264,0.23,-0.518343277,0.016666667,-0.008639055,1.487745802
181,68.4078799,25.31816749,-19.48253804,413.5453041,0.38720389,3.322194819,1.02E-16,433.9973795,1.02E-16,120,67.9143168,0.23,-0.493262161,0.016666667,-0.008221036,1.479524766
182,67.15955136,25.33672055,-14.49727335,410.8972311,0.291070141,3.340897142,1.02E-16,426.796011,1.02E-16,120,66.787776,0.23,-0.367313364,0.016666667,-0.006121889,1.473402877
183,66.89593088,25.3436386,-4.168488017,405.370215,0.082538602,3.359432766,1.02E-16,426.7968268,1.02E-16,120,66.787776,0.23,-0.105644654,0.016666667,-0.001760744,1.471642132
184,67.61745916,25.34349729,7.207273625,399.2633056,0,3.378093998,6.646655515,433.0805158,6.646655515,120,67.7533824,0.23,0.18265752,0.016666667,0.003044292,1.474686424
185,68.77654582,25.3433201,14.05477213,395.5636055,0,3.397033023,12.59474742,441.4072927,12.59474742,120,69.0408576,0.23,0.356194589,0.016666667,0.005936576,1.480623001
186,69.86256293,25.34278457,7.632797977,398.9750377,0,3.416296573,6.803833443,447.4818465,6.803833443,120,70.006464,0.23,0.193436355,0.016666667,0.003223939,1.48384694
187,70.6758611,25.34169737,-1.261027242,403.7266851,0.02360215,3.435824616,0,451.4816489,0,120,70.6502016,0.23,-0.031956571,0.016666667,-0.00053261,1.483314331
188,70.44599898,25.34747766,-10.86847798,408.8882348,0.206721691,3.455402064,0,448.396054,0,120,70.1673984,0.23,-0.275488503,0.016666667,-0.004591475,1.478722856
189,69.93804215,25.35537755,-10.01595331,408.4532272,0.191621578,3.474834101,0,445.3110548,0,120,69.6845952,0.23,-0.253958278,0.016666667,-0.004232638,1.474490218
190,69.41996314,25.36310126,-8.463168446,407.6405947,0.162691172,3.494124441,0,442.2238586,0,120,69.201792,0.23,-0.214652198,0.016666667,-0.003577537,1.470912681
191,69.42624332,25.36617311,-2.500011258,404.4548615,0.047565808,3.513363326,0,443.2534474,0,120,69.3627264,0.23,-0.063415718,0.016666667,-0.001056929,1.469855752
192,69.82752646,25.36664486,0.968544932,402.5961801,0,3.532691705,0.874739715,446.3538604,0.874739715,120,69.8455296,0.23,0.024568735,0.016666667,0.000409479,1.470265231
193,70.50329104,25.36550048,7.779998713,398.9366429,0,3.55217706,6.873026053,451.5960281,6.873026053,120,70.6502016,0.23,0.197343561,0.016666667,0.003289059,1.473554291
194,71.19526227,25.36416127,5.226222029,400.2897193,0,3.571861536,4.590374301,455.6721039,4.590374301,120,71.2939392,0.23,0.132558738,0.016666667,0.002209312,1.475763603
195,71.73158062,25.36311394,2.399094674,401.7979432,0,3.591716778,2.101267036,458.7162713,2.101267036,120,71.7767424,0.23,0.060848512,0.016666667,0.001014142,1.476777745
196,72.22705416,25.362076,1.701994772,402.167086,0,3.611712261,1.480194458,461.7896071,1.480194458,120,72.2595456,0.23,0.043166121,0.016666667,0.000719435,1.47749718
197,72.25143717,25.36378632,-6.073666834,406.3388417,0.111749096,3.631777566,0,460.738816,0,120,72.0986112,0.23,-0.154051188,0.016666667,-0.00256752,1.47492966
198,71.70131985,25.36965918,-9.721449564,408.3108018,0.181323081,3.651729583,0,456.6241435,0,120,71.4548736,0.23,-0.246629862,0.016666667,-0.004110498,1.470819163
199,70.91384722,25.37750334,-10.40681559,408.6985487,0.196496001,3.671475915,0,451.4816006,0,120,70.6502016,0.23,-0.264098997,0.016666667,-0.00440165,1.466417513
200,70.0761191,25.38548968,-9.001489,407.9650878,0.171589596,3.690991306,0,446.3380584,0,120,69.8455296,0.23,-0.228507206,0.016666667,-0.003808453,1.462609059
201,69.63076574,25.38961387,-4.212939292,405.4106324,0.080170164,3.710344239,0,444.2818197,0,120,69.5236608,0.23,-0.106964902,0.016666667,-0.001782748,1.460826311
202,69.56997814,25.3908703,-1.908043072,404.17715,0.036211786,3.729656953,0,444.2831928,0,120,69.5236608,0.23,-0.048446874,0.016666667,-0.000807448,1.460018863
203,69.44071105,25.39230562,-3.059647173,404.7953886,0.05828013,3.748951166,0,443.2541412,0,120,69.3627264,0.23,-0.077691496,0.016666667,-0.001294858,1.458724005
204,69.26203941,25.39382956,-2.339920829,404.4129177,0.044624451,3.768197074,0,442.2252725,0,120,69.201792,0.23,-0.059419551,0.016666667,-0.000990326,1.457733679
205,69.2126201,25.39448604,-0.407035468,403.3783004,0.007735345,3.787417474,0,442.2253214,0,120,69.201792,0.23,-0.010336457,0.016666667,-0.000172274,1.457561405
206,69.30133137,25.39418667,3.248690858,401.4176954,0,3.806652523,2.943294732,443.3038078,2.943294732,120,69.3627264,0.23,0.082497862,0.016666667,0.001374964,1.458936369
207,69.61832061,25.39307259,12.06696594,396.6809997,0,3.825940417,10.72219127,446.5191086,10.72219127,120,69.8455296,0.23,0.306417342,0.016666667,0.005106956,1.464043325
208,70.28087052,25.39638713,19.68873571,392.5660224,0,3.84536502,17.10736972,451.7665204,17.10736972,120,70.6502016,0.23,0.500022754,0.016666667,0.008333713,1.472377037
209,70.71891681,25.39712423,4.844819754,400.4904502,0,3.864962403,4.282686586,452.5809918,4.282686586,120,70.811136,0.23,0.123044489,0.016666667,0.002050741,1.474427779
210,70.21787992,25.3995107,-8.405443391,407.5989561,0.159766105,3.884539266,1.02E-16,447.3696648,1.02E-16,120,70.006464,0.23,-0.213494149,0.016666667,-0.003558236,1.470869543
211,68.89215965,25.40855412,-13.2383845,410.2151394,0.25855742,3.903802721,1.02E-16,438.1127857,1.02E-16,120,68.5580544,0.23,-0.336368209,0.016666667,-0.005606137,1.465263406
212,67.14072661,25.42187171,-13.84824579,410.5735614,0.277843657,3.922607258,1.02E-16,426.7976925,1.02E-16,120,66.787776,0.23,-0.352048328,0.016666667,-0.005867472,1.459395934
213,65.73506874,25.43073228,-9.325658649,408.1734062,0.189675699,3.940980277,1.02E-16,418.5715234,1.02E-16,120,65.5003008,0.23,-0.237158328,0.016666667,-0.003952639,1.455443295
214,64.52693784,25.43724717,-5.835497685,406.3193447,0.120169415,3.959009483,1.02E-16,411.3694289,1.02E-16,120,64.37376,0.23,-0.148438997,0.016666667,-0.002473983,1.452969312
215,64.23802236,25.43747909,7.164829691,399.3542553,0,3.976862892,6.956342744,411.4885863,6.956342744,120,64.37376,0.23,0.182255205,0.016666667,0.003037587,1.456006899
216,64.50240256,25.43767302,18.88156546,393.0536286,0,3.994733885,17.8971048,414.7580936,17.8971048,120,64.8565632,0.23,0.480303088,0.016666667,0.008005051,1.46401195
217,65.3184901,25.45203216,35.88008694,383.9000069,0,4.012751635,32.62864235,422.2033629,32.62864235,120,65.983104,0.23,0.913221127,0.016666667,0.015220352,1.479232302
218,66.69334993,25.49978737,49.06078849,376.7641353,0,4.031078188,42.72285072,432.6554318,42.72285072,120,67.592448,0.23,1.251039675,0.016666667,0.020850661,1.500082963
219,67.98735703,25.54730607,39.65130865,381.7285945,0,4.049795172,34.41980404,439.7168723,34.41980404,120,68.7189888,0.23,1.012984118,0.016666667,0.016883069,1.516966032
220,68.83616343,25.5716718,28.28250457,387.7704942,0,4.068810388,24.71658149,443.6680983,24.71658149,120,69.3627264,0.23,0.723230925,0.016666667,0.012053849,1.529019881
221,69.18754928,25.57852352,17.92623764,393.2982926,0,4.087991561,15.85928592,444.5493265,15.85928592,120,69.5236608,0.23,0.458526691,0.016666667,0.007642112,1.536661992
222,69.41829221,25.58304304,22.87170154,390.6412002,0,4.107239804,20.0048363,446.6751459,20.0048363,120,69.8455296,0.23,0.585127725,0.016666667,0.009752129,1.546414121
223,69.99592593,25.60151361,35.35008581,383.9298096,0,4.12659369,30.02839258,451.983554,30.02839258,120,70.6502016,0.23,0.905015703,0.016666667,0.015083595,1.561497716
224,70.66435198,25.62664763,34.00404898,384.609471,0,4.146133411,28.67570356,456.0760577,28.67570356,120,71.2939392,0.23,0.871409781,0.016666667,0.014523496,1.576021212
225,71.28347307,25.6521059,35.37851519,383.8359574,0,4.165849389,29.50803251,460.2033663,29.50803251,120,71.9376768,0.23,0.907533418,0.016666667,0.015125557,1.591146769
226,71.90555433,25.68087938,36.58872652,383.1491533,0,4.185737703,30.19162246,464.3282406,30.19162246,120,72.5814144,0.23,0.939630672,0.016666667,0.015660511,1.606807281
227,72.42573212,25.7069694,34.52582382,384.2184917,0,4.205787675,28.38287308,467.3841075,28.38287308,120,73.0642176,0.23,0.887554297,0.016666667,0.014792572,1.621599852
228,72.95851858,25.73705936,40.75650871,380.8483622,0,4.225977479,32.91788795,471.5738534,32.91788795,120,73.7079552,0.23,1.048952684,0.016666667,0.017482545,1.639082397
229,73.84641924,25.79968118,54.36583203,373.5082182,0,4.246358524,42.39885558,478.9292745,42.39885558,120,74.834496,0.23,1.402621133,0.016666667,0.023377019,1.662459416
230,74.65739735,25.86118764,44.81690673,378.5618041,0,4.266994051,35.13047054,482.9236279,35.13047054,120,75.4782336,0.23,1.159018434,0.016666667,0.019316974,1.68177639
231,75.20900348,25.9054786,40.91988891,380.60781,0,4.28781363,32.04826548,485.9565711,32.04826548,120,75.9610368,0.23,1.060049306,0.016666667,0.017667488,1.699443878
232,75.60678644,25.94224155,36.64042726,382.8652391,0,4.308764631,28.74722832,487.9575891,28.74722832,120,76.2829056,0.23,0.950534815,0.016666667,0.015842247,1.715286125
233,75.64700471,25.96073262,25.51430428,388.8028441,0,4.329782299,20.37799234,486.7908299,20.37799234,120,76.1219712,0.23,0.662370032,0.016666667,0.011039501,1.726325626
234,75.5858085,25.97571548,28.85821192,387.0025755,0,4.350784483,22.94048698,486.8320458,22.94048698,120,76.1219712,0.23,0.749612702,0.016666667,0.012493545,1.738819171
235,75.47000119,25.989783,26.38826189,388.3099638,0,4.371767377,21.09420364,485.773836,21.09420364,120,75.9610368,0.23,0.6858252,0.016666667,0.01143042,1.750249591
236,75.3867082,26.00681166,30.97470347,385.8376323,0,4.392716565,24.60004445,485.8315926,24.60004445,120,75.9610368,0.23,0.805553279,0.016666667,0.013425888,1.763675479
237,75.36857182,26.028765,31.97790071,385.2747077,0,4.413654566,25.35815193,485.844343,25.35815193,120,75.9610368,0.23,0.832345263,0.016666667,0.013872421,1.7775479
238,75.26277223,26.04791628,28.93206418,386.8804793,0,4.434578668,23.08920023,484.7786308,23.08920023,120,75.8001024,0.23,0.753619986,0.016666667,0.012560333,1.790108233
239,75.08778886,26.06511401,29.71111244,386.4429398,0,4.455460671,23.73484022,483.7609511,23.73484022,120,75.639168,0.23,0.774423533,0.016666667,0.012907059,1.803015292
240,75.00695203,26.08870597,34.1855151,384.021623,0,4.476303864,27.13418111,483.8169717,27.13418111,120,75.639168,0.23,0.891855852,0.016666667,0.014864264,1.817879556
241,74.89654643,26.11226905,31.38675007,385.4901457,0,4.497126623,25.06280226,482.7548205,25.06280226,120,75.4782336,0.23,0.819579262,0.016666667,0.013659654,1.83153921
242,74.71605231,26.13348738,32.48254261,384.8794145,0,4.517906028,25.95265366,481.741549,25.95265366,120,75.3172992,0.23,0.848882117,0.016666667,0.014148035,1.845687245
243,74.71762517,26.16739643,41.4000067,380.0745793,0,4.538654208,32.58691837,482.8799237,32.58691837,120,75.4782336,0.23,1.083330388,0.016666667,0.018055506,1.863742752
244,74.84079678,26.21211983,43.55782968,378.877104,0,4.559425743,34.10270699,483.9345879,34.10270699,120,75.639168,0.23,1.141743051,0.016666667,0.019029051,1.882771803
245,75.06264646,26.26795561,49.27568243,375.7718106,0,4.580242582,38.09629327,486.0582076,38.09629327,120,75.9610368,0.23,1.294371439,0.016666667,0.021572857,1.90434466
246,75.43633943,26.34205259,55.60068347,372.3347554,0,4.601142144,42.31830432,489.2142121,42.31830432,120,76.44384,0.23,1.464636128,0.016666667,0.024410602,1.928755262
247,75.98957693,26.44169078,60.89607977,369.4398575,0,4.622170842,45.59747833,493.3814043,45.59747833,120,77.0875776,0.23,1.610195311,0.016666667,0.026836589,1.955591851
248,76.35026588,26.52412977,49.30535896,375.5841991,0,4.643338927,37.46396051,494.2755085,37.46396051,120,77.248512,0.23,1.307781739,0.016666667,0.021796362,1.977388213
249,76.43457597,26.58139069,44.48204038,378.1288053,0,4.664563292,34.03305864,494.2178778,34.03305864,120,77.248512,0.23,1.182394494,0.016666667,0.019706575,1.997094788
250,76.43521431,26.63327727,44.44440199,378.119067,0,4.685795672,34.00390984,494.2169841,34.00390984,120,77.248512,0.23,1.183700081,0.016666667,0.019728335,2.016823123
251,76.42632232,26.68620582,44.95353413,377.8155682,0,4.707026495,34.36545878,494.2230285,34.36545878,120,77.248512,0.23,1.199639264,0.016666667,0.019993988,2.03681711
252,76.41035624,26.74028874,45.87458997,377.2907883,0,4.728253744,35.0206388,494.2343321,35.0206388,120,77.248512,0.23,1.226699782,0.016666667,0.020444996,2.057262107
253,76.48580613,26.80479586,50.78018661,374.6307441,0,4.749486193,38.40778578,495.318775,38.40778578,120,77.4094464,0.23,1.361152536,0.016666667,0.022685876,2.079947982
254,76.63246521,26.87871745,51.6088244,374.1443765,0,4.770752524,38.90145473,496.3555223,38.90145473,120,77.5703808,0.23,1.387179009,0.016666667,0.02311965,2.103067633
255,76.70210604,26.94694861,47.60484549,376.24433,0,4.792052276,36.0876475,496.3085609,36.0876475,120,77.5703808,0.23,1.282805325,0.016666667,0.021380089,2.124447721
256,76.58173,26.9989294,45.33253038,377.4303621,0,4.813344808,34.55052314,495.2567719,34.55052314,120,77.4094464,0.23,1.223929787,0.016666667,0.02039883,2.144846551
257,76.9442947,27.10742926,71.22542042,363.5451035,0,4.834649726,51.71845979,500.6819191,51.71845979,120,78.2141184,0.23,1.930738046,0.016666667,0.032178967,2.177025518
258,77.51321093,27.24811193,66.11352747,366.2078803,0,4.85610734,48.06506844,503.7085384,48.06506844,120,78.6969216,0.23,1.801468797,0.016666667,0.03002448,2.207049998
259,77.91852659,27.36947388,61.16104359,368.7987286,0,4.877699214,44.60161636,505.7068392,44.60161636,120,79.0187904,0.23,1.673945585,0.016666667,0.027899093,2.234949092
260,78.07388235,27.46121157,52.08844906,373.6045839,0,4.899371819,38.48859635,505.6054362,38.48859635,120,79.0187904,0.23,1.43041192,0.016666667,0.023840199,2.25878929
261,78.09043152,27.53812991,51.12713006,374.0876796,0,4.921062088,37.82877687,505.5938372,37.82877687,120,79.0187904,0.23,1.40794555,0.016666667,0.023465759,2.282255049
262,78.09103012,27.61431136,51.0965589,374.0728349,0,4.942754078,37.80476697,505.5934153,37.80476697,120,79.0187904,0.23,1.410996287,0.016666667,0.023516605,2.305771654
263,78.09537823,27.69176252,50.84226051,374.1755633,0,4.964446684,37.62663012,505.5900841,37.62663012,120,79.0187904,0.23,1.407911804,0.016666667,0.023465197,2.329236851
264,78.01018213,27.760369,46.4916246,376.4682068,0,4.986131088,34.6916484,504.5132343,34.6916484,120,78.857856,0.23,1.290624654,0.016666667,0.021510411,2.350747262
265,77.89612632,27.82616841,43.76684488,377.8933021,0,5.007785146,32.84814019,503.4513887,32.84814019,120,78.6969216,0.23,1.217863597,0.016666667,0.020297727,2.371044988
266,77.21507229,27.85059775,19.01960986,391.0985425,0,5.029347035,14.9969196,495.9578209,14.9969196,120,77.5703808,0.23,0.529707504,0.016666667,0.008828458,2.379873447
